[2026-06-08 18:09:50] | File: ./kimodo-gen/test260608_p01_r1.bvh | Stage: Kimodo_Inference | Duration: 2.664s
[2026-06-11 16:00:26] | File: test260611_v4_joyfully_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.375s
[2026-06-11 16:00:27] | File: ./kimodo-gen/test260611_v4_deliberately_r1.bvh | Stage: Kimodo_Inference | Duration: 2.624s
[2026-06-11 16:00:27] | File: ./kimodo-gen/test260611_v4_deliberately_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.078s
[2026-06-11 16:00:30] | File: ./kimodo-gen/test260611_v4_deliberately_r2.bvh | Stage: Kimodo_Inference | Duration: 2.609s
[2026-06-11 16:00:30] | File: ./kimodo-gen/test260611_v4_deliberately_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.095s
[2026-06-11 16:00:30] | File: test260611_v4_joyfully_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.377s
[2026-06-11 16:00:33] | File: ./kimodo-gen/test260611_v4_deliberately_r3.bvh | Stage: Kimodo_Inference | Duration: 2.605s
[2026-06-11 16:00:34] | File: ./kimodo-gen/test260611_v4_deliberately_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.091s
[2026-06-11 16:00:34] | File: test260611_v4_frantically_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.365s
[2026-06-11 16:00:38] | File: test260611_v4_frantically_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.352s
[2026-06-11 16:00:42] | File: test260611_v4_frantically_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.357s
[2026-06-11 16:00:46] | File: test260611_v4_languidly_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.362s
[2026-06-11 16:00:50] | File: test260611_v4_languidly_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.361s
[2026-06-11 16:00:54] | File: test260611_v4_languidly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.365s
[2026-06-11 16:00:58] | File: test260611_v4_heavily_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.356s
[2026-06-11 16:01:02] | File: test260611_v4_heavily_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.363s
[2026-06-11 16:01:06] | File: test260611_v4_heavily_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.351s
[2026-06-11 16:01:10] | File: test260611_v4_lightly_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.381s
[2026-06-11 16:01:14] | File: test260611_v4_lightly_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.354s
[2026-06-11 16:01:18] | File: test260611_v4_lightly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.361s
[2026-06-11 16:01:22] | File: test260611_v4_hesitantly_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.359s
[2026-06-11 16:01:26] | File: test260611_v4_hesitantly_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.353s
[2026-06-11 16:01:30] | File: test260611_v4_hesitantly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.370s
[2026-06-11 16:01:34] | File: test260611_v4_deliberately_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.357s
[2026-06-11 16:01:38] | File: test260611_v4_deliberately_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.360s
[2026-06-11 16:01:42] | File: test260611_v4_deliberately_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.362s
[2026-06-23 12:00:38] | File: ./kimodo-gen/t-pose_sitdown.bvh | Stage: Kimodo_Inference | Duration: 3.415s
[2026-06-23 12:00:38] | File: ./kimodo-gen/t-pose_sitdown.bvh | Stage: Kimodo_BVH_Export | Duration: 0.293s
[2026-06-23 12:00:39] | File: t-pose_sitdown.bvh | Stage: Blender_Process_And_Export | Duration: 1508.389s
[2026-06-23 12:03:18] | File: ./kimodo-gen/t-pose_sitdown.bvh | Stage: Kimodo_Inference | Duration: 2.560s
[2026-06-23 12:03:18] | File: ./kimodo-gen/t-pose_sitdown.bvh | Stage: Kimodo_BVH_Export | Duration: 0.078s
[2026-06-23 12:03:18] | File: t-pose_sitdown.bvh | Stage: Blender_Process_And_Export | Duration: 159.088s
[2026-06-23 12:04:11] | File: ./kimodo-gen/t-pose_sitdown.bvh | Stage: Kimodo_Inference | Duration: 2.606s
[2026-06-23 12:04:11] | File: ./kimodo-gen/t-pose_sitdown.bvh | Stage: Kimodo_BVH_Export | Duration: 0.079s
[2026-06-23 12:04:11] | File: t-pose_sitdown.bvh | Stage: Blender_Process_And_Export | Duration: 52.434s
[2026-06-23 12:07:28] | File: ./kimodo-gen/t-pose_sitdown.bvh | Stage: Kimodo_Inference | Duration: 3.032s
[2026-06-23 12:07:28] | File: ./kimodo-gen/t-pose_sitdown.bvh | Stage: Kimodo_BVH_Export | Duration: 0.087s
[2026-06-23 12:07:29] | File: t-pose_sitdown.bvh | Stage: Blender_Process_And_Export | Duration: 197.736s
[2026-06-23 12:09:14] | File: ./kimodo-gen/test260623_1_1_joyful.bvh | Stage: Kimodo_Inference | Duration: 3.278s
[2026-06-23 12:09:14] | File: ./kimodo-gen/test260623_1_1_joyful.bvh | Stage: Kimodo_BVH_Export | Duration: 0.128s
[2026-06-23 12:09:15] | File: test260623_1_1_joyful.bvh | Stage: Blender_Process_And_Export | Duration: 104.555s
[2026-06-23 12:09:18] | File: ./kimodo-gen/test260623_1_1_depressed.bvh | Stage: Kimodo_Inference | Duration: 2.860s
[2026-06-23 12:09:18] | File: ./kimodo-gen/test260623_1_1_depressed.bvh | Stage: Kimodo_BVH_Export | Duration: 0.076s
[2026-06-23 12:09:18] | File: test260623_1_1_depressed.bvh | Stage: Blender_Process_And_Export | Duration: 2.348s
[2026-06-23 12:09:21] | File: ./kimodo-gen/test260623_1_1_angry.bvh | Stage: Kimodo_Inference | Duration: 2.617s
[2026-06-23 12:09:21] | File: ./kimodo-gen/test260623_1_1_angry.bvh | Stage: Kimodo_BVH_Export | Duration: 0.079s
[2026-06-23 12:09:21] | File: test260623_1_1_angry.bvh | Stage: Blender_Process_And_Export | Duration: 1.903s
[2026-06-23 12:09:24] | File: ./kimodo-gen/test260623_1_2_heavy.bvh | Stage: Kimodo_Inference | Duration: 2.580s
[2026-06-23 12:09:24] | File: ./kimodo-gen/test260623_1_2_heavy.bvh | Stage: Kimodo_BVH_Export | Duration: 0.079s
[2026-06-23 12:09:25] | File: test260623_1_2_heavy.bvh | Stage: Blender_Process_And_Export | Duration: 2.114s
[2026-06-23 12:09:27] | File: ./kimodo-gen/test260623_1_2_light.bvh | Stage: Kimodo_Inference | Duration: 2.711s
[2026-06-23 12:09:27] | File: ./kimodo-gen/test260623_1_2_light.bvh | Stage: Kimodo_BVH_Export | Duration: 0.076s
[2026-06-23 12:09:28] | File: test260623_1_2_light.bvh | Stage: Blender_Process_And_Export | Duration: 2.029s
[2026-06-23 12:09:31] | File: ./kimodo-gen/test260623_1_2_broken.bvh | Stage: Kimodo_Inference | Duration: 2.669s
[2026-06-23 12:09:31] | File: ./kimodo-gen/test260623_1_2_broken.bvh | Stage: Kimodo_BVH_Export | Duration: 0.078s
[2026-06-23 12:09:31] | File: test260623_1_2_broken.bvh | Stage: Blender_Process_And_Export | Duration: 1.946s
[2026-06-23 12:09:34] | File: ./kimodo-gen/test260623_1_3_slow.bvh | Stage: Kimodo_Inference | Duration: 2.527s
[2026-06-23 12:09:34] | File: ./kimodo-gen/test260623_1_3_slow.bvh | Stage: Kimodo_BVH_Export | Duration: 0.078s
[2026-06-23 12:09:34] | File: test260623_1_3_slow.bvh | Stage: Blender_Process_And_Export | Duration: 2.037s
[2026-06-23 12:09:37] | File: ./kimodo-gen/test260623_1_3_quick.bvh | Stage: Kimodo_Inference | Duration: 2.712s
[2026-06-23 12:09:37] | File: ./kimodo-gen/test260623_1_3_quick.bvh | Stage: Kimodo_BVH_Export | Duration: 0.078s
[2026-06-23 12:09:38] | File: test260623_1_3_quick.bvh | Stage: Blender_Process_And_Export | Duration: 1.995s
[2026-06-23 12:09:40] | File: ./kimodo-gen/test260623_1_3_hectic.bvh | Stage: Kimodo_Inference | Duration: 2.515s
[2026-06-23 12:09:40] | File: ./kimodo-gen/test260623_1_3_hectic.bvh | Stage: Kimodo_BVH_Export | Duration: 0.075s
[2026-06-23 12:09:41] | File: test260623_1_3_hectic.bvh | Stage: Blender_Process_And_Export | Duration: 1.981s
[2026-06-23 12:09:43] | File: ./kimodo-gen/test260623_2_1_joyful.bvh | Stage: Kimodo_Inference | Duration: 2.527s
[2026-06-23 12:09:43] | File: ./kimodo-gen/test260623_2_1_joyful.bvh | Stage: Kimodo_BVH_Export | Duration: 0.075s
[2026-06-23 12:09:44] | File: test260623_2_1_joyful.bvh | Stage: Blender_Process_And_Export | Duration: 1.986s
[2026-06-23 12:09:47] | File: ./kimodo-gen/test260623_2_1_depressed.bvh | Stage: Kimodo_Inference | Duration: 2.734s
[2026-06-23 12:09:47] | File: ./kimodo-gen/test260623_2_1_depressed.bvh | Stage: Kimodo_BVH_Export | Duration: 0.077s
[2026-06-23 12:09:47] | File: test260623_2_1_depressed.bvh | Stage: Blender_Process_And_Export | Duration: 2.262s
[2026-06-23 12:09:50] | File: ./kimodo-gen/test260623_2_1_angry.bvh | Stage: Kimodo_Inference | Duration: 2.571s
[2026-06-23 12:09:50] | File: ./kimodo-gen/test260623_2_1_angry.bvh | Stage: Kimodo_BVH_Export | Duration: 0.078s
[2026-06-23 12:09:50] | File: test260623_2_1_angry.bvh | Stage: Blender_Process_And_Export | Duration: 2.058s
[2026-06-23 12:09:53] | File: ./kimodo-gen/test260623_2_2_heavy.bvh | Stage: Kimodo_Inference | Duration: 2.631s
[2026-06-23 12:09:53] | File: ./kimodo-gen/test260623_2_2_heavy.bvh | Stage: Kimodo_BVH_Export | Duration: 0.076s
[2026-06-23 12:09:53] | File: test260623_2_2_heavy.bvh | Stage: Blender_Process_And_Export | Duration: 1.949s
[2026-06-23 12:09:56] | File: ./kimodo-gen/test260623_2_2_light.bvh | Stage: Kimodo_Inference | Duration: 2.555s
[2026-06-23 12:09:56] | File: ./kimodo-gen/test260623_2_2_light.bvh | Stage: Kimodo_BVH_Export | Duration: 0.076s
[2026-06-23 12:09:57] | File: test260623_2_2_light.bvh | Stage: Blender_Process_And_Export | Duration: 1.984s
[2026-06-23 12:09:59] | File: ./kimodo-gen/test260623_2_2_broken.bvh | Stage: Kimodo_Inference | Duration: 2.762s
[2026-06-23 12:10:00] | File: ./kimodo-gen/test260623_2_2_broken.bvh | Stage: Kimodo_BVH_Export | Duration: 0.079s
[2026-06-23 12:10:00] | File: test260623_2_2_broken.bvh | Stage: Blender_Process_And_Export | Duration: 2.208s
[2026-06-23 12:10:03] | File: ./kimodo-gen/test260623_2_3_slow.bvh | Stage: Kimodo_Inference | Duration: 2.853s
[2026-06-23 12:10:03] | File: ./kimodo-gen/test260623_2_3_slow.bvh | Stage: Kimodo_BVH_Export | Duration: 0.077s
[2026-06-23 12:10:03] | File: test260623_2_3_slow.bvh | Stage: Blender_Process_And_Export | Duration: 2.016s
[2026-06-23 12:10:06] | File: ./kimodo-gen/test260623_2_3_quick.bvh | Stage: Kimodo_Inference | Duration: 2.574s
[2026-06-23 12:10:06] | File: ./kimodo-gen/test260623_2_3_quick.bvh | Stage: Kimodo_BVH_Export | Duration: 0.116s
[2026-06-23 12:10:07] | File: test260623_2_3_quick.bvh | Stage: Blender_Process_And_Export | Duration: 1.897s
[2026-06-23 12:10:09] | File: ./kimodo-gen/test260623_2_3_hectic.bvh | Stage: Kimodo_Inference | Duration: 2.565s
[2026-06-23 12:10:09] | File: ./kimodo-gen/test260623_2_3_hectic.bvh | Stage: Kimodo_BVH_Export | Duration: 0.077s
[2026-06-23 12:10:10] | File: test260623_2_3_hectic.bvh | Stage: Blender_Process_And_Export | Duration: 2.072s
[2026-06-23 12:10:13] | File: ./kimodo-gen/test260623_3_1_joyful.bvh | Stage: Kimodo_Inference | Duration: 2.650s
[2026-06-23 12:10:13] | File: ./kimodo-gen/test260623_3_1_joyful.bvh | Stage: Kimodo_BVH_Export | Duration: 0.075s
[2026-06-23 12:10:13] | File: test260623_3_1_joyful.bvh | Stage: Blender_Process_And_Export | Duration: 1.913s
[2026-06-23 12:10:16] | File: ./kimodo-gen/test260623_3_1_depressed.bvh | Stage: Kimodo_Inference | Duration: 2.886s
[2026-06-23 12:10:16] | File: ./kimodo-gen/test260623_3_1_depressed.bvh | Stage: Kimodo_BVH_Export | Duration: 0.076s
[2026-06-23 12:10:16] | File: test260623_3_1_depressed.bvh | Stage: Blender_Process_And_Export | Duration: 2.230s
[2026-06-23 12:10:19] | File: ./kimodo-gen/test260623_3_1_angry.bvh | Stage: Kimodo_Inference | Duration: 2.567s
[2026-06-23 12:10:19] | File: ./kimodo-gen/test260623_3_1_angry.bvh | Stage: Kimodo_BVH_Export | Duration: 0.077s
[2026-06-23 12:10:20] | File: test260623_3_1_angry.bvh | Stage: Blender_Process_And_Export | Duration: 2.005s
[2026-06-23 12:10:22] | File: ./kimodo-gen/test260623_3_2_heavy.bvh | Stage: Kimodo_Inference | Duration: 2.558s
[2026-06-23 12:10:22] | File: ./kimodo-gen/test260623_3_2_heavy.bvh | Stage: Kimodo_BVH_Export | Duration: 0.075s
[2026-06-23 12:10:23] | File: test260623_3_2_heavy.bvh | Stage: Blender_Process_And_Export | Duration: 1.878s
[2026-06-23 12:10:26] | File: ./kimodo-gen/test260623_3_2_light.bvh | Stage: Kimodo_Inference | Duration: 2.656s
[2026-06-23 12:10:26] | File: ./kimodo-gen/test260623_3_2_light.bvh | Stage: Kimodo_BVH_Export | Duration: 0.077s
[2026-06-23 12:10:26] | File: test260623_3_2_light.bvh | Stage: Blender_Process_And_Export | Duration: 2.093s
[2026-06-23 12:10:29] | File: ./kimodo-gen/test260623_3_2_broken.bvh | Stage: Kimodo_Inference | Duration: 2.634s
[2026-06-23 12:10:29] | File: ./kimodo-gen/test260623_3_2_broken.bvh | Stage: Kimodo_BVH_Export | Duration: 0.076s
[2026-06-23 12:10:29] | File: test260623_3_2_broken.bvh | Stage: Blender_Process_And_Export | Duration: 1.918s
[2026-06-23 12:10:32] | File: ./kimodo-gen/test260623_3_3_slow.bvh | Stage: Kimodo_Inference | Duration: 2.546s
[2026-06-23 12:10:32] | File: ./kimodo-gen/test260623_3_3_slow.bvh | Stage: Kimodo_BVH_Export | Duration: 0.075s
[2026-06-23 12:10:32] | File: test260623_3_3_slow.bvh | Stage: Blender_Process_And_Export | Duration: 1.885s
[2026-06-23 12:10:35] | File: ./kimodo-gen/test260623_3_3_quick.bvh | Stage: Kimodo_Inference | Duration: 2.789s
[2026-06-23 12:10:35] | File: ./kimodo-gen/test260623_3_3_quick.bvh | Stage: Kimodo_BVH_Export | Duration: 0.077s
[2026-06-23 12:10:36] | File: test260623_3_3_quick.bvh | Stage: Blender_Process_And_Export | Duration: 2.163s
[2026-06-23 12:10:39] | File: ./kimodo-gen/test260623_3_3_hectic.bvh | Stage: Kimodo_Inference | Duration: 2.892s
[2026-06-23 12:10:39] | File: ./kimodo-gen/test260623_3_3_hectic.bvh | Stage: Kimodo_BVH_Export | Duration: 0.075s
[2026-06-23 12:10:39] | File: test260623_3_3_hectic.bvh | Stage: Blender_Process_And_Export | Duration: 2.305s
